,Unnamed: 0.129,Unnamed: 0.128,Unnamed: 0.127,Unnamed: 0.126,Unnamed: 0.125,Unnamed: 0.124,Unnamed: 0.123,Unnamed: 0.122,Unnamed: 0.121,Unnamed: 0.120,Unnamed: 0.119,Unnamed: 0.118,Unnamed: 0.117,Unnamed: 0.116,Unnamed: 0.115,Unnamed: 0.114,Unnamed: 0.113,Unnamed: 0.112,Unnamed: 0.111,Unnamed: 0.110,Unnamed: 0.109,Unnamed: 0.108,Unnamed: 0.107,Unnamed: 0.106,Unnamed: 0.105,Unnamed: 0.104,Unnamed: 0.103,Unnamed: 0.102,Unnamed: 0.101,Unnamed: 0.100,Unnamed: 0.99,Unnamed: 0.98,Unnamed: 0.97,Unnamed: 0.96,Unnamed: 0.95,Unnamed: 0.94,Unnamed: 0.93,Unnamed: 0.92,Unnamed: 0.91,Unnamed: 0.90,Unnamed: 0.89,Unnamed: 0.88,Unnamed: 0.87,Unnamed: 0.86,Unnamed: 0.85,Unnamed: 0.84,Unnamed: 0.83,Unnamed: 0.82,Unnamed: 0.81,Unnamed: 0.80,Unnamed: 0.79,Unnamed: 0.78,Unnamed: 0.77,Unnamed: 0.76,Unnamed: 0.75,Unnamed: 0.74,Unnamed: 0.73,Unnamed: 0.72,Unnamed: 0.71,Unnamed: 0.70,Unnamed: 0.69,Unnamed: 0.68,Unnamed: 0.67,Unnamed: 0.66,Unnamed: 0.65,Unnamed: 0.64,Unnamed: 0.63,Unnamed: 0.62,Unnamed: 0.61,Unnamed: 0.60,Unnamed: 0.59,Unnamed: 0.58,Unnamed: 0.57,Unnamed: 0.56,Unnamed: 0.55,Unnamed: 0.54,Unnamed: 0.53,Unnamed: 0.52,Unnamed: 0.51,Unnamed: 0.50,Unnamed: 0.49,Unnamed: 0.48,Unnamed: 0.47,Unnamed: 0.46,Unnamed: 0.45,Unnamed: 0.44,Unnamed: 0.43,Unnamed: 0.42,Unnamed: 0.41,Unnamed: 0.40,Unnamed: 0.39,Unnamed: 0.38,Unnamed: 0.37,Unnamed: 0.36,Unnamed: 0.35,Unnamed: 0.34,Unnamed: 0.33,Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
136,136,136,136,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 16:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-9,17,17,17,10,0,15,0.0,1018,17,10,178,8,california
137,137,137,137,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 17:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-8,18,18,18,13,0,16,0.0,1017,18,10,192,12,california
138,138,138,138,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 18:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-8,19,19,19,17,0,16,0.0,1016,19,10,205,15,california
139,139,139,139,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 19:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-7,16,16,16,19,0,20,0.0,1016,16,10,229,14,california
140,140,140,140,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 20:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-7,13,14,13,20,0,23,0.0,1017,14,10,252,14,california
141,141,141,141,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 21:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-6,11,12,11,22,0,27,0.0,1017,12,10,275,13,california
142,142,142,142,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 22:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-5,10,11,10,21,0,33,0.0,1017,11,10,274,12,california
143,143,143,143,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 23:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-3,9,10,9,20,0,38,0.0,1016,10,10,273,12,california
144,144,144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 00:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-11,9,9,9,8,0,23,0.0,1024,9,10,285,4,california
145,145,145,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 01:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-11,8,8,8,8,0,24,0.0,1023,8,10,261,4,california
146,146,146,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 02:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-11,8,8,8,7,0,25,0.0,1023,8,10,237,3,california
147,147,147,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 03:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-11,7,7,7,6,0,26,0.0,1023,7,10,213,3,california
148,148,148,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 04:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-11,7,7,7,5,0,27,0.0,1023,7,10,246,2,california
149,149,149,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 05:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-11,6,6,6,3,0,27,0.0,1023,6,10,280,2,california
150,150,150,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 06:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-12,5,5,5,2,0,28,0.0,1023,5,10,313,1,california
151,151,151,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 07:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-12,6,6,6,3,0,26,0.0,1024,6,10,235,2,california
152,152,152,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 08:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-12,8,8,8,3,0,23,0.0,1024,8,10,157,2,california
153,153,153,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 09:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-12,9,9,9,4,0,21,0.0,1024,9,10,79,3,california
154,154,154,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 10:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-12,11,11,11,4,0,20,0.0,1024,11,10,82,3,california
155,155,155,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 11:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-11,13,12,13,4,0,19,0.0,1023,12,10,86,3,california
156,156,156,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 12:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-11,14,14,14,4,0,17,0.0,1022,14,10,89,4,california
157,157,157,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 13:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-10,15,15,15,5,0,16,0.0,1021,15,10,114,4,california
158,158,158,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 14:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-10,16,16,16,5,0,16,0.0,1020,16,10,139,5,california
159,159,159,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 15:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-10,17,17,17,6,0,15,0.0,1019,17,10,164,5,california
160,160,160,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 16:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-9,17,17,17,10,0,15,0.0,1018,17,10,178,8,california
161,161,161,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 17:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-8,18,18,18,13,0,16,0.0,1017,18,10,192,12,california
162,162,162,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 18:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-8,19,19,19,17,0,16,0.0,1016,19,10,205,15,california
163,163,163,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 19:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-7,16,16,16,19,0,20,0.0,1016,16,10,229,14,california
164,164,164,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 20:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-7,13,14,13,20,0,23,0.0,1017,14,10,252,14,california
165,165,165,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 21:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-6,11,12,11,22,0,27,0.0,1017,12,10,275,13,california
166,166,166,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 22:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-5,10,11,10,21,0,33,0.0,1017,11,10,274,12,california
167,167,167,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 23:00:00,19,5,0.0,8.7,4,36,09:35 AM,No moonset,06:12 AM,05:54 PM,-3,9,10,9,20,0,38,0.0,1016,10,10,273,12,california
168,168,168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 00:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,-2,8,10,8,19,0,44,0.0,1016,10,10,271,11,california
169,169,169,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 01:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,-2,7,9,7,19,0,47,0.0,1016,9,10,273,10,california
170,170,170,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 02:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,-2,7,8,7,19,0,50,0.0,1015,8,10,275,10,california
171,171,171,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 03:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,-2,6,8,6,19,0,53,0.0,1015,8,10,276,9,california
172,172,172,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 04:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,-2,5,7,5,18,0,54,0.0,1015,7,10,275,9,california
173,173,173,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 05:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,-2,5,7,5,17,0,55,0.0,1015,7,10,273,8,california
174,174,174,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 06:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,-2,5,6,5,17,0,56,0.0,1015,6,10,271,8,california
175,175,175,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 07:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,-2,6,7,6,14,1,52,0.0,1015,7,10,268,7,california
176,176,176,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 08:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,-2,7,8,7,11,1,49,0.0,1015,8,10,266,6,california
177,177,177,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 09:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,-2,8,9,8,8,2,45,0.0,1016,9,10,263,6,california
178,178,178,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 10:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,-2,11,11,11,7,2,40,0.0,1015,11,10,246,5,california
179,179,179,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 11:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,-2,13,13,13,6,3,36,0.0,1014,13,10,229,5,california
180,180,180,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 12:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,-2,15,15,15,5,3,31,0.0,1013,15,10,212,4,california
181,181,181,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 13:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,-2,17,17,17,8,3,29,0.0,1012,17,10,231,7,california
182,182,182,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 14:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,-1,18,18,18,11,3,27,0.0,1011,18,10,251,10,california
183,183,183,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 15:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,-1,19,19,19,15,2,26,0.0,1010,19,10,270,13,california
184,184,184,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 16:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,0,19,19,19,20,1,27,0.0,1010,19,10,271,17,california
185,185,185,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 17:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,1,19,19,19,25,1,29,0.0,1010,19,10,272,21,california
186,186,186,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 18:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,1,19,19,19,30,0,31,0.0,1010,19,10,273,26,california
187,187,187,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 19:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,1,16,17,16,29,2,36,0.0,1010,17,10,269,23,california
188,188,188,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 20:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,1,13,14,13,28,4,41,0.0,1011,14,10,265,20,california
189,189,189,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09 21:00:00,19,6,0.0,8.7,4,43,10:11 AM,12:09 AM,06:10 AM,05:55 PM,1,10,12,10,27,6,45,0.0,1012,12,10,262,18,california
