date_time_hourly,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Batteries,Imports,Other,Natural Gas,Large Hydro,tempC,uvIndex,WindGustKmph,cloudcover,humidity,precipMM
2020-07-22 18:00:00,5685.583333333333,2648.6666666666665,854.1666666666666,297.6666666666667,216.16666666666666,382.9166666666667,10.166666666666666,1101.5,23.416666666666668,6562.5,0.0,12452.916666666666,3848.8333333333335,32,7,44,0,17,0.0
2020-07-22 19:00:00,1360.5833333333333,2659.0,857.75,297.25,220.66666666666666,408.5833333333333,11.666666666666666,1102.5,3.6666666666666665,7901.25,0.0,14152.666666666666,4492.083333333333,32,7,45,0,20,0.0
2020-07-22 20:00:00,-12.166666666666666,2869.1666666666665,836.6666666666666,296.1666666666667,221.25,367.75,11.333333333333334,1102.25,8.416666666666666,8123.75,0.0,14271.916666666666,4469.25,31,7,45,0,24,0.0
2020-07-22 21:00:00,-35.25,3100.75,835.0833333333334,296.75,220.66666666666666,341.25,11.0,1102.4166666666667,-16.5,7726.75,0.0,13954.0,3821.9166666666665,30,7,46,0,27,0.0
2020-07-22 22:00:00,-35.0,3213.5,797.9166666666666,293.75,220.5,333.25,11.583333333333334,1104.0833333333333,-6.833333333333333,8686.833333333334,0.0,11442.333333333334,3042.0833333333335,28,7,43,0,28,0.0
2020-07-22 23:00:00,-34.916666666666664,3000.5,797.9166666666666,288.5,220.91666666666666,322.25,10.75,1105.0833333333333,-4.5,8764.166666666666,0.0,9628.916666666666,2559.4166666666665,26,7,40,0,29,0.0
2020-07-23 00:00:00,-34.0,2722.4166666666665,799.0,287.75,221.83333333333334,299.3333333333333,11.416666666666666,1103.1666666666667,-5.083333333333333,8891.75,0.0,8561.583333333334,2038.9166666666667,25,7,37,0,31,0.0
2020-07-23 01:00:00,-34.0,2595.75,799.75,288.0833333333333,222.16666666666666,294.4166666666667,10.416666666666666,1103.0,-3.9166666666666665,8856.083333333334,0.0,7667.833333333333,1883.9166666666667,22,7,34,0,33,0.0
2020-07-23 02:00:00,-33.5,2749.5,800.0833333333334,287.5,223.0,293.6666666666667,9.583333333333334,1103.0,-7.5,8878.583333333334,0.0,6759.083333333333,1728.9166666666667,20,7,30,0,34,0.0
2020-07-23 03:00:00,-34.416666666666664,2769.0833333333335,803.6666666666666,288.5833333333333,223.0,294.1666666666667,9.583333333333334,1102.25,-1.8333333333333333,9190.583333333334,0.0,5957.333333333333,1754.25,18,7,27,0,36,0.0
